Documents ID;Automaton Time (µs);Automaton Memory;Result
basicTypes.json-invalid-1515.json;125;0;true
basicTypes.json-invalid-1516.json;117;0;true
basicTypes.json-invalid-1517.json;78;0;true
basicTypes.json-invalid-1518.json;60;0;true
basicTypes.json-invalid-1519.json;85;0;true
basicTypes.json-invalid-152.json;121;0;true
basicTypes.json-invalid-1520.json;76;0;true
basicTypes.json-invalid-1521.json;105;0;true
basicTypes.json-invalid-1522.json;125;510;true
basicTypes.json-invalid-1523.json;84;0;true
basicTypes.json-invalid-1524.json;83;0;true
basicTypes.json-invalid-1525.json;128;0;true
basicTypes.json-invalid-1526.json;69;0;true
basicTypes.json-invalid-1527.json;69;0;true
basicTypes.json-invalid-1528.json;109;0;true
basicTypes.json-invalid-1529.json;68;0;true
basicTypes.json-invalid-153.json;57;0;true
basicTypes.json-invalid-1530.json;49;0;true
basicTypes.json-invalid-1531.json;53;0;true
basicTypes.json-invalid-1532.json;63;0;true
basicTypes.json-invalid-1533.json;106;0;true
basicTypes.json-invalid-1534.json;56;0;true
basicTypes.json-invalid-1535.json;134;514;true
basicTypes.json-invalid-1536.json;79;0;true
basicTypes.json-invalid-1537.json;98;0;true
basicTypes.json-invalid-1538.json;100;0;true
basicTypes.json-invalid-1539.json;101;0;true
basicTypes.json-invalid-154.json;71;0;true
basicTypes.json-invalid-1540.json;92;0;true
